Location,State,Total Biomass Residue (thousand tonnes/yr),Crop Residue,Manure Residue,Forest Residue,Primary Mill Residue,Secondary Mill Residue,Urban Residue,Landfill Residue
Union,Louisiana,161799.541,0.000,814.864,157206.000,0.000,8.165,2493.813,1015.821
Morehouse,Louisiana,241933.602,155657.115,10.145,65323.000,0.000,489.600,3327.129,0.000
West Carroll,Louisiana,240908.111,56552.677,24.560,16820.000,0.000,0.000,1430.215,314.857
East Carroll,Louisiana,321764.216,141078.675,2.259,20244.000,116409.000,0.000,1046.081,0.000
Lincoln,Louisiana,238865.660,0.000,328.419,97365.000,133381.000,1730.830,4582.806,220.694
Ouachita,Louisiana,409625.393,22422.105,47.512,94992.000,251286.000,2988.389,15748.356,10162.000
Richland,Louisiana,180337.072,80395.797,21.646,36280.000,0.000,0.000,2309.060,0.000
Bienville,Louisiana,321623.122,0.000,20.247,140277.000,178207.000,248.882,1869.613,0.000
Jackson,Louisiana,210574.657,0.000,151.270,208129.000,0.000,244.800,1833.615,0.000
Franklin,Louisiana,195913.090,98442.011,31.132,41742.000,0.000,244.800,2428.435,0.000
De Soto,Louisiana,173359.478,0.000,317.455,149271.000,0.000,8.165,3039.024,432.974
Caldwell,Louisiana,83838.997,7545.873,9.447,56263.000,0.000,8.165,1161.577,0.000
Tensas,Louisiana,240779.185,117932.915,1.232,63903.000,0.000,0.000,671.074,420.577
Red River,Louisiana,390996.455,8009.093,17.457,35392.000,269115.000,0.000,1066.463,0.000
Wayne,Iowa,412749.695,82658.095,270.054,728.000,0.000,0.000,694.161,0.000
San Patricio,Texas,130162.409,120472.480,17.411,0.000,0.000,4.082,7671.347,0.000
Madison,Louisiana,272498.301,154289.355,2.259,52319.000,0.000,0.000,1482.817,0.000
Natchitoches,Louisiana,213774.822,25023.309,301.898,118689.000,0.000,8.165,4325.881,0.000
Winn,Louisiana,506928.924,0.000,6.161,119104.000,385771.000,0.000,1894.633,0.000
Catahoula,Louisiana,235212.962,121597.355,7.804,32676.000,0.000,0.000,1198.082,0.000
La Salle,Louisiana,190259.336,0.000,7.188,93653.000,94384.000,0.000,1538.993,630.765
Sabine,Louisiana,593237.527,0.000,389.666,121120.000,467847.000,261.130,2832.672,748.267
Ida,Iowa,290772.537,236675.817,963.117,0.000,0.000,257.047,989.901,0.000
Sac,Iowa,360208.926,331066.578,2820.391,0.000,0.000,4.082,1461.490,0.000
Calhoun,Iowa,403042.571,347615.644,1359.065,0.000,0.000,4.082,1328.008,0.000
Hamilton,Iowa,406883.849,353156.190,3695.780,442.000,0.000,489.600,1695.485,0.000
Hardin,Iowa,384903.569,331017.805,3561.241,5112.000,0.000,493.682,2121.909,0.000
Crittenden,Kentucky,139644.964,8137.884,117.081,19774.000,9960.000,4.082,1107.754,0.000
Taylor,Kentucky,67742.701,11803.670,362.340,33299.000,10005.000,322.366,2666.232,0.000
Hart,Kentucky,65428.771,2451.908,443.708,28790.000,21529.000,489.600,2072.130,0.000
Perry,Kentucky,53323.006,0.000,0.878,23387.000,26271.000,248.882,3366.647,0.000
Livingston,Kentucky,128728.178,7867.237,147.955,17794.000,16490.000,0.000,1062.491,0.000
Carter,Kentucky,54537.124,0.000,9.131,29775.000,20737.000,734.400,3095.606,0.000
Muhlenberg,Kentucky,142630.633,16993.988,573.687,35811.000,47705.000,980.100,3541.273,0.000
Butler,Kentucky,116183.635,24105.830,787.050,32410.000,13539.000,980.100,1500.715,7617.841
Rowan,Kentucky,59492.898,634.264,6.146,13161.000,39447.000,1722.665,2485.177,1917.556
Jefferson,Kentucky,163853.173,1337.831,34.913,7768.000,0.000,10267.632,76438.981,66717.349
Caldwell,Kentucky,156425.239,27200.269,547.266,17157.000,15074.000,4.082,1506.134,0.000
Clay,Kentucky,53663.989,0.000,22.924,28885.000,22042.000,12.247,2661.211,0.000
Pulaski,Kentucky,112676.023,8144.313,414.341,47007.000,42502.000,2555.942,6364.754,5217.317
Laurel,Kentucky,187140.806,380.558,90.790,77008.000,93904.000,1494.194,5894.451,8157.810
Grundy,Iowa,360347.664,336910.808,1381.579,29.000,0.000,4.082,1366.571,0.000
Benton,Iowa,496824.053,386128.865,1257.236,1044.000,13922.000,738.482,2882.714,0.000
Willacy,Texas,74003.861,71803.099,8.706,0.000,0.000,0.000,2158.849,0.000
Cameron,Texas,220685.677,181680.239,6.529,0.000,0.000,1771.654,36672.924,0.000
Stewart,Tennessee,53358.833,3729.509,8.559,26742.000,20570.000,257.047,1406.202,0.000
Robertson,Tennessee,75899.642,56208.363,318.041,4502.000,4090.000,510.012,5879.168,1330.061
Linn,Iowa,397296.118,283868.305,931.943,8014.000,0.000,1273.889,20771.433,11951.261
Montgomery,Tennessee,106252.278,29887.518,118.042,10555.000,41152.000,277.459,14421.968,4900.000
Macon,Tennessee,72263.281,2546.940,164.812,16438.000,48216.000,1245.312,2258.621,782.000
Tama,Iowa,514645.722,348623.981,984.704,4144.000,1764.000,12.247,1958.000,0.000
Jones,Iowa,359149.059,250009.793,1410.001,2039.000,8645.000,248.882,2176.460,0.000
Crawford,Iowa,431425.210,360096.601,1446.156,1328.000,0.000,244.800,1929.030,0.000
Carroll,Iowa,370385.825,317452.791,2991.939,0.000,0.000,24.494,2481.793,0.000
Marshall,Iowa,369628.385,305973.759,944.946,591.000,0.000,24.494,4327.043,1778.700
Boone,Iowa,334341.508,287366.356,882.826,1574.000,3632.000,20.412,2886.414,1760.629
Greene,Iowa,357867.532,320326.897,1229.784,348.000,0.000,0.000,1250.753,0.000
Story,Iowa,349489.166,308432.428,917.542,88.000,0.000,285.624,8340.359,0.000
Lake,Tennessee,54718.983,51776.737,0.951,1420.000,0.000,0.000,936.606,0.000
Henry,Tennessee,215407.494,54743.129,1338.565,28544.000,54224.000,489.600,3308.759,716.226
Cedar,Iowa,389712.398,308305.728,1215.906,1544.000,3138.000,244.800,1875.884,0.000
Shelby,Iowa,337618.740,287826.984,954.870,71.000,0.000,4.082,1449.499,0.000
Dallas,Iowa,297970.192,242895.915,572.126,505.000,0.000,501.847,4384.688,0.000
Audubon,Iowa,314793.617,203882.096,1338.950,0.000,0.000,0.000,795.255,0.000
Guthrie,Iowa,354982.987,194127.802,778.085,2671.000,0.000,0.000,1352.557,0.000
Jasper,Iowa,451628.553,348922.377,1524.108,641.000,0.000,265.212,3929.086,2058.000
Iowa,Iowa,447905.052,224606.773,1084.012,4114.000,0.000,16.330,1707.153,0.000
Putnam,Tennessee,63842.326,354.886,115.262,13558.000,33240.000,1269.806,6808.118,5220.732
Poweshiek,Iowa,419032.524,265391.073,964.009,2685.000,0.000,257.047,2303.779,798.798
Dickson,Tennessee,66361.563,940.669,95.720,17973.000,33461.000,750.730,4589.196,1775.223
Johnson,Iowa,355756.923,216419.892,1639.250,5299.000,0.000,269.294,11721.969,0.000
Humphreys,Tennessee,50565.284,9177.698,59.300,19824.000,13646.000,489.600,1997.344,860.126
Gibson,Tennessee,228864.299,131673.554,504.790,1902.000,17529.000,1249.394,5211.249,824.000
Dyer,Tennessee,157536.910,119557.688,71.161,1025.000,0.000,493.682,3964.237,2943.000
Scott,Iowa,279146.852,225453.578,948.710,4772.000,0.000,771.142,16819.589,7078.393
Knox,Tennessee,56671.418,0.000,83.488,3321.000,0.000,5037.502,40988.285,5972.561
Muscatine,Iowa,276941.240,176379.391,689.376,7714.000,0.000,538.589,4757.284,5140.166
Cumberland,Tennessee,72544.945,475.698,293.387,29808.000,23857.000,257.047,5067.690,1894.000
Carroll,Tennessee,149754.246,51817.013,195.582,18233.000,8024.000,1016.842,3134.362,1852.000
Warren,Iowa,309911.625,131247.621,417.207,8459.000,0.000,12.247,4376.539,0.000
Rutherford,Tennessee,51148.775,8013.168,218.329,1722.000,4565.000,1314.713,19628.610,13841.000
Williamson,Tennessee,52570.962,5607.330,217.837,4694.000,19994.000,281.542,13557.426,5579.936
Madison,Iowa,253402.801,128196.614,342.506,9022.000,0.000,16.330,1445.979,0.000
Keokuk,Iowa,523895.193,190665.826,1163.130,5810.000,19397.000,489.600,1357.404,0.000
Mahaska,Iowa,419320.223,233699.648,2092.930,9830.000,0.000,12.247,2394.506,0.000
Marion,Iowa,321816.193,150051.387,735.326,1621.000,0.000,505.930,3578.319,4985.320
Cass,Iowa,325369.759,205011.963,534.425,71.000,0.000,244.800,1605.350,0.000
Adair,Iowa,354483.160,194467.147,348.701,0.000,0.000,244.800,940.998,0.000
Louisa,Iowa,246999.010,145158.883,722.511,1767.000,1194.000,244.800,1438.166,0.000
Jefferson,Iowa,317975.307,108922.447,591.889,7314.000,0.000,750.730,1850.537,0.000
Henry,Iowa,319821.211,157627.348,739.394,5619.000,4317.000,248.882,2369.881,0.000
Wapello,Iowa,215354.759,94109.519,289.753,2910.000,0.000,244.800,3990.793,2028.600
Clarke,Iowa,262437.373,53689.572,552.558,573.000,0.000,257.047,1123.576,0.000
Hardeman,Tennessee,236024.610,22751.610,229.754,34220.000,111137.000,1734.912,2988.677,956.237
Hardin,Tennessee,230018.299,18416.157,173.652,51073.000,104889.000,1012.759,2901.517,2161.868
Jerome,Idaho,72579.488,64652.395,6191.381,0.000,0.000,0.000,1705.382,0.000
Shelby,Tennessee,229753.909,39697.883,9.510,3209.000,0.000,12993.991,95618.456,53455.000
Fayette,Tennessee,204633.450,52460.627,717.176,13316.000,0.000,16.330,3154.001,420.209
McNairy,Tennessee,195829.126,16175.693,481.909,40979.000,52697.000,510.012,2712.372,1716.561
Lincoln,Tennessee,70927.565,18103.170,491.548,16479.000,21256.000,992.347,3332.686,432.303
Franklin,Tennessee,104280.177,31654.096,847.268,28796.000,31491.000,1241.230,4357.520,1004.544
Cassia,Idaho,125828.654,121201.526,1817.715,589.000,0.000,12.247,2172.753,0.000
Emmet,Iowa,250381.565,210271.051,958.169,7.000,0.000,489.600,1318.931,0.000
Osceola,Iowa,268100.797,226696.144,1718.785,0.000,0.000,248.882,903.879,0.000
Allamakee,Iowa,376380.613,108708.699,2238.085,36763.000,0.000,252.965,1695.202,0.000
Howard,Iowa,355995.355,225524.243,1130.910,886.000,9330.000,980.100,1115.209,0.000
Winneshiek,Iowa,442224.289,228967.468,3368.634,9491.000,0.000,16.330,2288.784,2450.000
Campbell,South Dakota,201060.697,31859.831,209.044,0.000,0.000,0.000,158.955,0.000
McPherson,South Dakota,200850.517,30867.824,696.153,0.000,0.000,4.082,259.038,0.000
Marshall,South Dakota,434083.460,135181.290,822.308,0.000,0.000,8.165,408.181,0.000
Walworth,South Dakota,97153.040,31212.494,249.878,0.000,0.000,0.000,623.663,0.000
Edmunds,South Dakota,225648.334,131794.094,650.860,0.000,0.000,0.000,480.318,0.000
Day,South Dakota,652557.326,161442.203,496.954,1.000,0.000,0.000,740.579,0.000
Hancock,Iowa,371536.567,332205.648,1384.648,0.000,0.000,0.000,1429.605,0.000
Humboldt,Iowa,292597.138,259426.499,730.140,181.000,0.000,738.482,1343.080,0.000
Grant,South Dakota,303397.464,136532.818,830.808,0.000,0.000,244.800,972.296,0.000
Charleston,South Carolina,62133.985,0.000,2.873,13633.000,0.000,3070.037,36307.634,7119.161
Potter,South Dakota,153937.854,50937.139,282.302,0.000,0.000,0.000,330.997,0.000
Juniata,Pennsylvania,142605.352,10440.788,1221.004,37802.000,57513.000,4976.266,2358.452,0.000
Berks,Pennsylvania,179824.971,43429.776,1556.212,10109.000,5009.000,4327.596,37127.581,62275.000
Allegheny,Pennsylvania,205200.022,468.247,0.803,5424.000,3636.000,11324.398,127356.314,54865.000
Dauphin,Pennsylvania,99764.742,14840.613,607.300,13858.000,18693.000,2032.783,25383.730,5117.161
Perry,Pennsylvania,93183.349,13171.673,769.762,34702.000,18533.000,265.212,4514.194,14.472
Bucks,Pennsylvania,152030.808,16302.343,14.321,1651.000,5465.000,7364.974,59476.447,59556.000
Faulk,South Dakota,160794.710,119706.121,434.275,0.000,0.000,4.082,326.269,0.000
Spink,South Dakota,401281.918,256464.494,879.650,0.000,0.000,0.000,755.680,0.000
Tillamook,Oregon,294729.114,0.000,4469.608,67868.000,219395.000,0.000,2956.385,0.000
Washington,Oregon,407705.731,20977.990,729.426,19648.000,300621.000,18150.638,46842.260,0.000
Kossuth,Iowa,653474.448,586584.126,2619.587,698.000,0.000,8.165,1951.825,0.000
Lincoln,Oregon,90732.048,0.000,5.736,29066.000,56438.000,16.330,5132.432,0.000
Benewah,Idaho,2336686.652,23101.050,2.626,81477.000,2230875.000,0.000,1215.811,0.000
Latah,Idaho,163494.707,90022.821,15.703,69321.000,0.000,12.247,4065.167,0.000
Linn,Oregon,337327.908,6015.667,1082.537,34251.000,282252.000,1563.595,11992.673,0.000
Benton,Oregon,418971.091,3525.567,368.984,17691.000,376436.000,546.754,9150.391,11123.161
Crook,Oregon,201562.412,1912.754,49.645,3492.000,193448.000,559.001,2069.293,0.000
Malheur,Oregon,68446.614,62688.203,875.348,499.000,0.000,980.100,3351.685,0.000
Deschutes,Oregon,86187.149,536.286,130.252,11920.000,53389.000,5135.479,13170.361,1715.000
Lane,Oregon,1532232.936,3157.028,469.644,116927.000,1353484.000,11851.639,36670.219,9139.361
Clearwater,Idaho,143244.056,6433.736,2.765,135682.000,0.000,8.165,1102.624,0.000
Clark,South Dakota,394435.195,126111.983,725.540,0.000,0.000,0.000,460.337,0.000
Jackson,Oregon,618484.560,591.007,138.316,30459.000,553140.000,6046.178,21874.152,5936.161
Curry,Oregon,212620.844,0.000,18.987,30224.000,179819.000,252.965,2270.940,0.000
Nez Perce,Idaho,98736.454,89270.929,8.018,4725.000,0.000,738.482,3932.165,0.000
Fremont,Idaho,110776.431,108530.750,74.691,515.000,0.000,265.212,1371.234,0.000
Codington,South Dakota,279876.203,124114.605,963.341,0.000,0.000,257.047,2491.583,0.000
Deuel,South Dakota,344500.461,103690.748,621.043,16.000,0.000,0.000,582.784,0.000
Mitchell,Iowa,306120.894,260656.106,2460.503,31.000,0.000,8.165,1121.590,0.000
Hand,South Dakota,184459.841,59434.434,468.423,1110.000,0.000,0.000,424.479,0.000
Saratoga,New York,83275.585,2182.415,105.986,32195.000,6979.000,1004.594,21724.371,17877.000
Orleans,New York,53003.529,36320.879,78.796,2589.000,0.000,0.000,4813.573,6089.119
Monroe,New York,390962.535,26586.758,53.596,7612.000,6517.000,4809.031,78714.156,262111.000
La Salle,Illinois,541996.963,487821.814,315.486,142.000,0.000,285.624,12039.393,2229.500
Onondaga,New York,142644.946,23763.423,270.661,4211.000,51058.000,3808.519,49731.838,6027.161
Wayne,New York,66414.171,31875.944,151.006,6449.000,8060.000,1228.982,10116.198,0.000
Hamlin,South Dakota,234228.099,131762.093,659.280,0.000,0.000,0.000,494.170,0.000
Rensselaer,New York,56533.569,6536.869,154.233,15344.000,10902.000,269.294,16400.247,5663.161
Grundy,Illinois,208259.328,170393.408,128.625,98.000,0.000,8.165,3991.460,22925.260
Erie,New York,174655.605,8398.026,214.394,11586.000,1068.000,5805.461,101602.983,33777.000
Otsego,New York,80528.193,4223.839,249.904,38325.000,27392.000,257.047,6776.000,0.000
Wyoming,New York,78518.790,8625.266,694.452,18313.000,30312.000,762.977,4733.704,6573.161
Worth,Iowa,266477.029,225745.812,395.312,150.000,0.000,8.165,815.768,0.000
Winnebago,Iowa,317309.070,239306.509,352.815,8.000,0.000,4.082,1299.940,11174.121
Stark,Illinois,193286.983,177849.396,310.325,4.000,0.000,4.082,673.343,0.000
Beadle,South Dakota,217251.159,96724.488,1187.674,0.000,0.000,0.000,1790.799,0.000
Allegany,New York,63967.445,1946.203,178.205,28101.000,11804.000,493.682,5519.789,2107.000
Delaware,New York,111053.390,689.934,192.472,52689.000,43552.000,277.459,5410.413,1948.328
Kingsbury,South Dakota,213566.597,127542.849,266.592,0.000,0.000,8.165,700.260,0.000
Brookings,South Dakota,405799.330,171652.844,1558.396,0.000,0.000,0.000,2517.236,0.000
Jerauld,South Dakota,71398.548,23848.557,334.006,0.000,0.000,0.000,204.715,0.000
Moody,South Dakota,258579.002,163848.510,650.877,17.000,0.000,0.000,679.057,0.000
Sanborn,South Dakota,141176.171,45564.068,412.445,0.000,0.000,0.000,238.611,0.000
O'Brien,Iowa,328485.129,302629.563,2375.990,0.000,0.000,497.765,1739.244,0.000
Lake,South Dakota,222999.179,144568.259,758.804,35.000,0.000,12.247,1096.604,0.000
Miner,South Dakota,133354.761,68504.635,449.517,0.000,0.000,0.000,257.254,0.000
Cerro Gordo,Iowa,358723.998,305753.682,1023.337,10.000,1181.000,1012.759,4972.300,0.000
Aurora,South Dakota,93671.492,33952.495,507.639,0.000,0.000,0.000,272.775,0.000
Brule,South Dakota,51993.621,28163.900,447.314,0.000,0.000,0.000,569.251,0.000
Clay,Iowa,299979.392,263558.501,922.691,0.000,0.000,4.082,1973.382,0.000
Palo Alto,Iowa,337158.438,279545.943,1964.522,0.000,0.000,0.000,1318.945,0.000
Davison,South Dakota,73275.661,42069.964,471.121,0.000,0.000,20.412,1853.265,0.000
Hanson,South Dakota,110652.415,81121.929,744.699,0.000,0.000,0.000,280.000,0.000
Minnehaha,South Dakota,317033.578,217631.784,1553.659,276.000,2172.000,3290.342,13680.629,10269.161
McCook,South Dakota,225478.626,169359.970,1058.244,0.000,0.000,4.082,701.777,0.000
Chickasaw,Iowa,329823.925,254713.671,1625.009,5579.000,0.000,992.347,1350.674,0.000
Floyd,Iowa,359852.580,269909.337,948.123,313.000,0.000,257.047,1833.918,0.000
Turner,South Dakota,220027.069,185133.376,1519.192,0.000,0.000,0.000,1152.455,0.000
Hutchinson,South Dakota,204037.675,146724.558,1975.660,110.000,0.000,0.000,901.853,0.000
Fayette,Iowa,483094.288,331473.953,3010.786,12854.000,0.000,16.330,2360.778,674.936
Douglas,South Dakota,72732.342,51545.639,1194.784,264.000,0.000,0.000,490.015,0.000
Cherokee,Iowa,318033.822,298183.049,1854.347,2467.000,0.000,0.000,1616.825,0.000
Clay,South Dakota,157092.088,136708.429,305.170,367.000,0.000,0.000,1389.066,0.000
Buena Vista,Iowa,355725.710,324729.140,2511.561,1.000,0.000,489.600,2377.617,0.000
Pocahontas,Iowa,366865.545,337160.358,938.557,0.000,0.000,4.082,1074.995,0.000
Chester,South Carolina,249379.949,447.014,286.274,35211.000,197454.000,493.682,4436.380,0.000
Anderson,South Carolina,111219.134,2450.107,505.746,34962.000,0.000,787.471,18945.283,17881.000
Chesterfield,South Carolina,157727.819,5978.482,930.299,33483.000,12852.000,493.682,5043.907,0.000
Marlboro,South Carolina,114601.058,13470.949,700.873,43467.000,28129.000,0.000,3305.965,0.000
Laurens,South Carolina,92707.763,402.037,708.431,42858.000,18678.000,261.130,8124.614,0.000
Pickens,South Carolina,84544.479,0.000,10.533,30122.000,40116.000,1265.724,12629.346,0.000
Dillon,South Carolina,67340.556,24289.069,1205.915,24076.000,0.000,252.965,3699.951,0.000
Kershaw,South Carolina,82071.873,2415.163,707.554,40900.000,0.000,526.342,6236.873,2567.651
Fairfield,South Carolina,58773.774,0.000,127.745,55308.000,0.000,0.000,3070.630,0.000
Darlington,South Carolina,262336.940,21223.763,441.447,38201.000,177452.000,742.565,8063.736,0.000
Newberry,South Carolina,416982.223,2179.429,1814.433,62299.000,335549.000,1012.759,4482.420,0.000
Abbeville,South Carolina,58339.178,223.646,18.577,47526.000,0.000,265.212,3191.756,0.000
Greenwood,South Carolina,234761.785,0.000,13.214,111618.000,108637.000,526.342,7756.884,3586.000
Lee,South Carolina,122734.693,27534.607,601.486,11682.000,0.000,0.000,2244.649,9621.252
Florence,South Carolina,254336.491,22771.292,99.213,51702.000,140759.000,762.977,14484.881,4960.641
Marion,South Carolina,69576.025,8125.547,291.788,51957.000,0.000,767.059,4138.453,0.000
Horry,South Carolina,148614.614,24977.793,1780.658,71786.000,0.000,1547.266,22482.306,8460.501
Richland,South Carolina,344469.645,5235.430,69.551,53050.000,206658.000,2028.701,38228.551,36862.000
Lexington,South Carolina,121744.358,5378.848,2912.580,20341.000,48642.000,2244.924,25189.744,8682.000
Saluda,South Carolina,65621.950,543.547,1238.577,38518.000,0.000,0.000,2412.338,0.000
Sumter,South Carolina,131967.242,26416.573,1517.743,22229.000,0.000,546.754,12038.330,1925.700
Wright,Iowa,413043.021,343530.403,2837.835,29.000,0.000,8.165,1932.369,0.000
Bamberg,South Carolina,138707.823,5454.569,597.001,25071.000,19247.000,12.247,2040.070,0.000
Dorchester,South Carolina,180727.849,4238.891,558.668,39755.000,109797.000,514.094,11482.905,9489.000
Colleton,South Carolina,164341.071,3288.747,260.992,71722.000,66015.000,992.347,4632.182,0.000
Franklin,Iowa,390731.413,338231.431,1715.839,243.000,0.000,4.082,1285.616,0.000
Butler,Iowa,385917.105,300316.066,1641.216,4655.000,0.000,8.165,1760.183,0.000
Bremer,Iowa,273751.147,232905.778,1161.972,3370.000,0.000,257.047,2678.179,0.000
Dubuque,Iowa,354069.849,182252.895,4999.383,6174.000,0.000,338.695,9285.367,5299.161
Delaware,Iowa,407479.672,296961.503,4889.295,5249.000,9974.000,505.930,1989.047,0.000
Webster,Iowa,450255.929,398261.896,1191.959,987.000,0.000,493.682,4331.568,2450.000
Potter,Pennsylvania,275819.391,1869.842,10.813,101493.000,160933.000,277.459,2159.690,0.000
McKean,Pennsylvania,80950.873,105.711,3.114,35009.000,37295.000,518.177,4927.679,1447.683
Warren,Pennsylvania,101655.106,1742.087,15.356,59890.000,30956.000,1730.830,4812.469,0.000
Buchanan,Iowa,365253.451,311640.739,1967.087,6487.000,12404.000,36.742,2266.401,0.000
Black Hawk,Iowa,342772.985,285139.924,1535.177,213.000,0.000,1530.936,13476.040,6248.873
Crawford,Pennsylvania,99736.592,17834.330,54.679,25337.000,37892.000,2980.224,9433.369,0.000
Woodbury,Iowa,546484.674,356257.014,842.108,13945.000,0.000,265.212,11531.334,5015.241
Lackawanna,Pennsylvania,144820.372,450.174,4.784,7328.000,18426.000,2519.201,21376.212,93633.000
Elk,Pennsylvania,129189.863,295.034,0.000,59520.000,39794.000,988.265,3761.342,24773.161
Perry,Illinois,119472.016,61622.495,121.712,3569.000,0.000,489.600,2546.589,0.000
Venango,Pennsylvania,78601.524,2951.264,6.443,41466.000,24478.000,514.094,5992.447,0.000
Franklin,Illinois,216649.681,47335.777,602.904,14581.000,17984.000,244.800,4421.502,0.000
Jackson,Illinois,151339.740,62571.056,142.718,6756.000,0.000,8.165,6702.242,8882.559
Lycoming,Pennsylvania,163143.711,12794.056,52.702,52263.000,55121.000,2032.783,12382.407,12033.161
Gallatin,Illinois,113900.574,85285.777,143.936,3407.000,0.000,4.082,685.359,0.000
Mercer,Pennsylvania,86987.655,22212.227,50.244,26305.000,20914.000,2269.418,12134.809,0.000
Clinton,Pennsylvania,50550.469,4288.596,12.925,25830.000,9510.000,261.130,3948.990,5663.161
Clarion,Pennsylvania,88520.743,4804.899,21.725,27403.000,40911.000,1734.912,4422.436,2278.039
Luzerne,Pennsylvania,66740.284,5533.974,5.217,16714.000,2230.000,2502.871,32630.966,0.000
Jefferson,Pennsylvania,125956.307,3948.931,11.898,44683.000,67970.000,526.342,4836.501,0.000
Columbia,Pennsylvania,124057.814,18072.664,117.116,25064.000,9807.000,273.377,6556.103,0.000
Clearfield,Pennsylvania,144022.310,1886.496,6.719,77128.000,50482.000,1812.478,8830.165,0.000
Centre,Pennsylvania,93068.010,18518.106,71.819,39203.000,14174.000,787.471,13762.312,0.000
Saline,Illinois,110913.844,45045.051,347.048,13090.000,0.000,20.412,3296.679,0.000
Northumberland,Pennsylvania,105958.561,31142.014,337.852,9722.000,0.000,306.036,9668.160,0.000
Butler,Pennsylvania,71793.431,10774.225,26.225,15348.000,10868.000,1277.971,17661.362,14966.000
Williamson,Illinois,92151.581,11149.325,230.652,7781.000,0.000,8.165,6881.318,6538.246
Armstrong,Pennsylvania,61714.774,9050.301,24.462,24901.000,16243.000,530.424,7284.213,0.000
Union,Pennsylvania,59453.884,13871.152,534.203,8278.000,17661.000,538.589,4226.865,0.000
Johnson,Illinois,144273.201,12703.516,184.046,12378.000,14158.000,0.000,1369.443,0.000
Northampton,Pennsylvania,84775.533,22344.543,16.368,745.000,734.000,2306.160,26628.537,30746.000
Union,Illinois,156232.672,26645.731,32.284,16193.000,0.000,0.000,2126.832,0.000
Mifflin,Pennsylvania,61442.299,10566.518,300.642,24439.000,16145.000,2236.759,4709.991,981.659
Lehigh,Pennsylvania,64466.251,26519.101,15.682,2086.000,495.000,2759.918,31011.693,0.000
Lebanon,Pennsylvania,100922.694,24499.242,2487.293,9046.000,45952.000,624.319,12047.408,2450.000
Washington,Pennsylvania,52767.466,4135.181,46.980,8200.000,566.000,1551.348,20524.546,7206.437
Montgomery,Pennsylvania,127209.408,6179.421,97.783,2984.000,638.000,6164.568,74807.819,32438.000
Westmoreland,Pennsylvania,137629.051,11731.883,37.644,23416.000,23598.000,4547.902,36946.946,31131.000
Cumberland,Pennsylvania,88735.041,22204.343,461.264,10677.000,1518.000,1518.689,21504.653,11193.000
Bedford,Pennsylvania,138139.837,10763.728,86.503,45855.000,51142.000,514.094,5511.479,763.197
Lancaster,Pennsylvania,187802.403,67707.991,8343.209,14747.000,21705.000,7201.066,47312.924,8940.000
Franklin,Pennsylvania,204108.031,35266.671,1089.166,48841.000,57311.000,2334.737,13121.887,21336.000
Somerset,Pennsylvania,170555.718,10397.274,54.747,49199.000,28590.000,1286.136,8133.268,17050.000
York,Pennsylvania,214450.337,79062.359,638.885,20321.000,15422.000,4360.255,38387.652,32081.000
Fulton,Pennsylvania,69727.495,4195.589,98.577,32804.000,12767.000,4.082,1507.864,0.000
Fayette,Pennsylvania,98904.956,4629.565,28.329,28847.000,44463.000,1755.324,15133.545,1396.500
Adams,Pennsylvania,158854.215,32514.330,484.408,51110.000,8582.000,1302.466,9434.604,43115.791
Delaware,Pennsylvania,59854.724,0.000,0.000,481.000,0.000,3261.766,55101.257,0.000
Massac,Illinois,112608.012,27807.967,218.506,20870.000,0.000,0.000,1612.216,0.000
Columbia,Oregon,395970.159,220.643,7.890,40887.000,348926.000,1000.512,4856.083,0.000
Clatsop,Oregon,148240.339,0.000,148.225,58491.000,85247.000,257.047,4038.149,0.000
Umatilla,Oregon,361979.091,159127.623,121.656,14575.000,178235.000,269.294,8002.859,1531.000
Pulaski,Illinois,95240.482,35468.034,60.035,3469.000,0.000,0.000,781.384,0.000
Morrow,Oregon,102740.205,91168.378,39.634,76.000,0.000,0.000,1224.851,10213.161
Boundary,Idaho,61802.881,18480.679,12.222,42127.000,0.000,248.882,917.775,0.000
Multnomah,Oregon,110127.856,2276.859,3.771,14.000,0.000,13570.222,68397.663,24773.161
Bonner,Idaho,113172.660,136.150,29.850,108505.000,0.000,289.706,4151.043,0.000
Shoshone,Idaho,125016.013,0.000,0.276,123377.000,0.000,244.800,1371.165,0.000
Clackamas,Oregon,195177.352,2351.647,405.988,16774.000,124012.000,14990.933,36083.221,0.000
Yamhill,Oregon,354249.016,12264.822,991.519,13383.000,309665.000,828.295,9492.675,7483.161
Marion,Oregon,55763.104,8338.225,3115.411,7945.000,0.000,4335.761,31557.705,0.000
Baker,Oregon,156125.025,11189.780,129.211,12799.000,129865.000,24.494,2089.858,0.000
Polk,Oregon,300407.540,9302.163,920.729,13932.000,268321.000,32.659,7795.837,0.000
Kootenai,Idaho,117221.018,8767.143,4.423,91903.000,0.000,3282.178,11194.552,1890.000
Cimarron,Oklahoma,60096.778,59386.606,278.515,0.000,0.000,0.000,426.452,0.000
Jefferson,Idaho,68193.111,65578.786,432.521,5.000,0.000,273.377,1871.752,0.000
Madison,Idaho,67928.720,65057.800,65.651,0.000,0.000,24.494,2735.356,0.000
Canyon,Idaho,101940.980,83764.863,2638.180,255.000,0.000,2572.272,12493.314,0.000
